domain,benchmark,horizon,family,family_group,config_id,params_json,fp,tpr,source_type,marker_category,accepted,nontrivial,band_distance
recsys,movielens25m_recursive_frontier_public_v1,40.0,cusum,fast,cusum__d0ad25c6,"{""h"": 1.0, ""k"": 0.1}",0.6110941786040841,1.0,curve_point,,False,True,0.5410941786040842
recsys,movielens25m_recursive_frontier_public_v1,40.0,page_hinkley,fast,page_hinkley__892cbb4c,"{""delta"": 0.005, ""threshold"": 0.1}",0.7163974398049375,1.0,curve_point,,False,True,0.6463974398049375
recsys,movielens25m_recursive_frontier_public_v1,40.0,page_hinkley,fast,page_hinkley__55e22e7c,"{""delta"": 0.005, ""threshold"": 0.2}",0.6927765925022858,1.0,curve_point,,False,True,0.6227765925022859
recsys,movielens25m_recursive_frontier_public_v1,40.0,page_hinkley,fast,page_hinkley__dbc41a9b,"{""delta"": 0.005, ""threshold"": 0.4}",0.6665650716245047,1.0,curve_point,,False,True,0.5965650716245048
recsys,movielens25m_recursive_frontier_public_v1,40.0,page_hinkley,fast,page_hinkley__55601c85,"{""delta"": 0.005, ""threshold"": 0.6}",0.6665650716245047,1.0,curve_point,,False,True,0.5965650716245048
recsys,movielens25m_recursive_frontier_public_v1,40.0,page_hinkley,fast,page_hinkley__3c6cc5bf,"{""delta"": 0.005, ""threshold"": 0.8}",0.6409631209996952,1.0,curve_point,,False,True,0.5709631209996953
recsys,movielens25m_recursive_frontier_public_v1,40.0,page_hinkley,fast,page_hinkley__15644095,"{""delta"": 0.01, ""threshold"": 0.1}",0.7163974398049375,1.0,curve_point,,False,True,0.6463974398049375
recsys,movielens25m_recursive_frontier_public_v1,40.0,page_hinkley,fast,page_hinkley__d606412b,"{""delta"": 0.01, ""threshold"": 0.2}",0.6927765925022858,1.0,curve_point,,False,True,0.6227765925022859
recsys,movielens25m_recursive_frontier_public_v1,40.0,page_hinkley,fast,page_hinkley__657f4ca5,"{""delta"": 0.01, ""threshold"": 0.4}",0.6665650716245047,1.0,curve_point,,False,True,0.5965650716245048
recsys,movielens25m_recursive_frontier_public_v1,40.0,page_hinkley,fast,page_hinkley__741198b8,"{""delta"": 0.01, ""threshold"": 0.6}",0.6665650716245047,1.0,curve_point,,False,True,0.5965650716245048
recsys,movielens25m_recursive_frontier_public_v1,40.0,page_hinkley,fast,page_hinkley__1a3eb752,"{""delta"": 0.01, ""threshold"": 0.8}",0.6409631209996952,1.0,curve_point,,False,True,0.5709631209996953
recsys,movielens25m_recursive_frontier_public_v1,40.0,page_hinkley,fast,page_hinkley__39d81ac3,"{""delta"": 0.02, ""threshold"": 0.1}",0.7163974398049375,1.0,curve_point,,False,True,0.6463974398049375
recsys,movielens25m_recursive_frontier_public_v1,40.0,page_hinkley,fast,page_hinkley__87b76722,"{""delta"": 0.02, ""threshold"": 0.2}",0.6927765925022858,1.0,curve_point,,False,True,0.6227765925022859
recsys,movielens25m_recursive_frontier_public_v1,40.0,page_hinkley,fast,page_hinkley__91054e24,"{""delta"": 0.02, ""threshold"": 0.4}",0.6665650716245047,1.0,curve_point,,False,True,0.5965650716245048
recsys,movielens25m_recursive_frontier_public_v1,40.0,page_hinkley,fast,page_hinkley__2f2d083b,"{""delta"": 0.02, ""threshold"": 0.6}",0.6665650716245047,1.0,curve_point,,False,True,0.5965650716245048
recsys,movielens25m_recursive_frontier_public_v1,40.0,page_hinkley,fast,page_hinkley__7944ed88,"{""delta"": 0.02, ""threshold"": 0.8}",0.6409631209996952,1.0,curve_point,,False,True,0.5709631209996953
recsys,movielens25m_recursive_frontier_public_v1,40.0,matrix_profile,slow,matrix_profile__80f9f82d,"{""threshold"": 0.2, ""window"": 4}",0.7163974398049375,1.0,curve_point,,False,True,0.6463974398049375
recsys,movielens25m_recursive_frontier_public_v1,40.0,matrix_profile,slow,matrix_profile__da0929f7,"{""threshold"": 0.3, ""window"": 4}",0.7163974398049375,1.0,curve_point,,False,True,0.6463974398049375
recsys,movielens25m_recursive_frontier_public_v1,40.0,matrix_profile,slow,matrix_profile__59b514e5,"{""threshold"": 0.4, ""window"": 4}",0.7163974398049375,1.0,curve_point,,False,True,0.6463974398049375
recsys,movielens25m_recursive_frontier_public_v1,40.0,matrix_profile,slow,matrix_profile__92508e40,"{""threshold"": 0.5, ""window"": 4}",0.7163974398049375,1.0,curve_point,,False,True,0.6463974398049375
recsys,movielens25m_recursive_frontier_public_v1,40.0,matrix_profile,slow,matrix_profile__4d16d621,"{""threshold"": 0.6, ""window"": 4}",0.0236208473026516,0.0,curve_point,,False,True,0.0063791526973483
recsys,movielens25m_recursive_frontier_public_v1,40.0,matrix_profile,slow,matrix_profile__a745f39e,"{""threshold"": 0.2, ""window"": 5}",0.7163974398049375,1.0,curve_point,,False,True,0.6463974398049375
recsys,movielens25m_recursive_frontier_public_v1,40.0,matrix_profile,slow,matrix_profile__9e33487d,"{""threshold"": 0.3, ""window"": 5}",0.7163974398049375,1.0,curve_point,,False,True,0.6463974398049375
recsys,movielens25m_recursive_frontier_public_v1,40.0,matrix_profile,slow,matrix_profile__c853a0ff,"{""threshold"": 0.4, ""window"": 5}",0.7163974398049375,1.0,curve_point,,False,True,0.6463974398049375
recsys,movielens25m_recursive_frontier_public_v1,40.0,matrix_profile,slow,matrix_profile__37779b8a,"{""threshold"": 0.5, ""window"": 5}",0.7163974398049375,1.0,curve_point,,False,True,0.6463974398049375
recsys,movielens25m_recursive_frontier_public_v1,40.0,matrix_profile,slow,matrix_profile__58795dcc,"{""threshold"": 0.6, ""window"": 5}",0.0236208473026516,0.0,curve_point,,False,True,0.0063791526973483
recsys,movielens25m_recursive_frontier_public_v1,40.0,matrix_profile,slow,matrix_profile__1a8710a6,"{""threshold"": 0.2, ""window"": 6}",0.7163974398049375,1.0,curve_point,,False,True,0.6463974398049375
recsys,movielens25m_recursive_frontier_public_v1,40.0,matrix_profile,slow,matrix_profile__a0362fca,"{""threshold"": 0.3, ""window"": 6}",0.7163974398049375,1.0,curve_point,,False,True,0.6463974398049375
recsys,movielens25m_recursive_frontier_public_v1,40.0,matrix_profile,slow,matrix_profile__3d1a96f7,"{""threshold"": 0.4, ""window"": 6}",0.7163974398049375,1.0,curve_point,,False,True,0.6463974398049375
recsys,movielens25m_recursive_frontier_public_v1,40.0,matrix_profile,slow,matrix_profile__1333b207,"{""threshold"": 0.5, ""window"": 6}",0.0236208473026516,0.0,curve_point,,False,True,0.0063791526973483
recsys,movielens25m_recursive_frontier_public_v1,40.0,matrix_profile,slow,matrix_profile__24bace0b,"{""threshold"": 0.6, ""window"": 6}",0.0236208473026516,0.0,curve_point,,False,True,0.0063791526973483
recsys,movielens25m_recursive_frontier_public_v1,40.0,matrix_profile,slow,matrix_profile__048884e7,"{""threshold"": 0.2, ""window"": 7}",0.7163974398049375,1.0,curve_point,,False,True,0.6463974398049375
recsys,movielens25m_recursive_frontier_public_v1,40.0,matrix_profile,slow,matrix_profile__45f61deb,"{""threshold"": 0.3, ""window"": 7}",0.7163974398049375,1.0,curve_point,,False,True,0.6463974398049375
recsys,movielens25m_recursive_frontier_public_v1,40.0,matrix_profile,slow,matrix_profile__24458379,"{""threshold"": 0.4, ""window"": 7}",0.7163974398049375,1.0,curve_point,,False,True,0.6463974398049375
recsys,movielens25m_recursive_frontier_public_v1,40.0,matrix_profile,slow,matrix_profile__a1969c5e,"{""threshold"": 0.5, ""window"": 7}",0.0236208473026516,0.0,curve_point,,False,True,0.0063791526973483
recsys,movielens25m_recursive_frontier_public_v1,40.0,matrix_profile,slow,matrix_profile__6508e72a,"{""threshold"": 0.6, ""window"": 7}",0.0236208473026516,0.0,curve_point,,False,True,0.0063791526973483
recsys,movielens25m_recursive_frontier_public_v1,40.0,matrix_profile,slow,matrix_profile__5e970762,"{""threshold"": 0.2, ""window"": 8}",0.7163974398049375,1.0,curve_point,,False,True,0.6463974398049375
recsys,movielens25m_recursive_frontier_public_v1,40.0,matrix_profile,slow,matrix_profile__5de00043,"{""threshold"": 0.3, ""window"": 8}",0.7163974398049375,1.0,curve_point,,False,True,0.6463974398049375
recsys,movielens25m_recursive_frontier_public_v1,40.0,matrix_profile,slow,matrix_profile__54481a30,"{""threshold"": 0.4, ""window"": 8}",0.7163974398049375,1.0,curve_point,,False,True,0.6463974398049375
recsys,movielens25m_recursive_frontier_public_v1,40.0,matrix_profile,slow,matrix_profile__6c8537ca,"{""threshold"": 0.5, ""window"": 8}",0.0236208473026516,0.1165882109127512,curve_point,,False,True,0.0063791526973483
recsys,movielens25m_recursive_frontier_public_v1,40.0,matrix_profile,slow,matrix_profile__44b81bd6,"{""threshold"": 0.6, ""window"": 8}",0.0236208473026516,0.1165882109127512,curve_point,,False,True,0.0063791526973483
recsys,movielens25m_recursive_frontier_public_v1,40.0,permutation_entropy,slow,permutation_entropy__14168dce,"{""delay"": 1, ""order"": 3, ""threshold"": 0.2}",1.0,1.0,curve_point,,False,True,0.93
recsys,movielens25m_recursive_frontier_public_v1,40.0,permutation_entropy,slow,permutation_entropy__ca1b3b18,"{""delay"": 1, ""order"": 3, ""threshold"": 0.35}",1.0,1.0,curve_point,,False,True,0.93
recsys,movielens25m_recursive_frontier_public_v1,40.0,permutation_entropy,slow,permutation_entropy__3b2013ec,"{""delay"": 1, ""order"": 3, ""threshold"": 0.5}",1.0,1.0,curve_point,,False,True,0.93
recsys,movielens25m_recursive_frontier_public_v1,40.0,permutation_entropy,slow,permutation_entropy__27ef1edf,"{""delay"": 1, ""order"": 3, ""threshold"": 0.65}",1.0,1.0,curve_point,,False,True,0.93
recsys,movielens25m_recursive_frontier_public_v1,40.0,permutation_entropy,slow,permutation_entropy__47b91390,"{""delay"": 1, ""order"": 3, ""threshold"": 0.8}",1.0,1.0,curve_point,,False,True,0.93
recsys,movielens25m_recursive_frontier_public_v1,40.0,permutation_entropy,slow,permutation_entropy__a3457005,"{""delay"": 2, ""order"": 3, ""threshold"": 0.2}",1.0,1.0,curve_point,,False,True,0.93
recsys,movielens25m_recursive_frontier_public_v1,40.0,permutation_entropy,slow,permutation_entropy__a5c2c177,"{""delay"": 2, ""order"": 3, ""threshold"": 0.35}",1.0,1.0,curve_point,,False,True,0.93
recsys,movielens25m_recursive_frontier_public_v1,40.0,permutation_entropy,slow,permutation_entropy__ca0b4e6d,"{""delay"": 2, ""order"": 3, ""threshold"": 0.5}",1.0,1.0,curve_point,,False,True,0.93
recsys,movielens25m_recursive_frontier_public_v1,40.0,permutation_entropy,slow,permutation_entropy__acf1699b,"{""delay"": 2, ""order"": 3, ""threshold"": 0.65}",1.0,1.0,curve_point,,False,True,0.93
recsys,movielens25m_recursive_frontier_public_v1,40.0,permutation_entropy,slow,permutation_entropy__55effee5,"{""delay"": 2, ""order"": 3, ""threshold"": 0.8}",1.0,1.0,curve_point,,False,True,0.93
recsys,movielens25m_recursive_frontier_public_v1,40.0,permutation_entropy,slow,permutation_entropy__45e93ec9,"{""delay"": 1, ""order"": 4, ""threshold"": 0.2}",1.0,1.0,curve_point,,False,True,0.93
recsys,movielens25m_recursive_frontier_public_v1,40.0,permutation_entropy,slow,permutation_entropy__57077864,"{""delay"": 1, ""order"": 4, ""threshold"": 0.35}",1.0,1.0,curve_point,,False,True,0.93
recsys,movielens25m_recursive_frontier_public_v1,40.0,permutation_entropy,slow,permutation_entropy__85cadabf,"{""delay"": 1, ""order"": 4, ""threshold"": 0.5}",1.0,1.0,curve_point,,False,True,0.93
recsys,movielens25m_recursive_frontier_public_v1,40.0,permutation_entropy,slow,permutation_entropy__642bb0a8,"{""delay"": 1, ""order"": 4, ""threshold"": 0.65}",1.0,1.0,curve_point,,False,True,0.93
recsys,movielens25m_recursive_frontier_public_v1,40.0,permutation_entropy,slow,permutation_entropy__207d4f82,"{""delay"": 1, ""order"": 4, ""threshold"": 0.8}",1.0,1.0,curve_point,,False,True,0.93
recsys,movielens25m_recursive_frontier_public_v1,40.0,permutation_entropy,slow,permutation_entropy__35d11d16,"{""delay"": 2, ""order"": 4, ""threshold"": 0.2}",1.0,1.0,curve_point,,False,True,0.93
recsys,movielens25m_recursive_frontier_public_v1,40.0,permutation_entropy,slow,permutation_entropy__5131dd23,"{""delay"": 2, ""order"": 4, ""threshold"": 0.35}",1.0,1.0,curve_point,,False,True,0.93
recsys,movielens25m_recursive_frontier_public_v1,40.0,permutation_entropy,slow,permutation_entropy__f0a4e00f,"{""delay"": 2, ""order"": 4, ""threshold"": 0.5}",1.0,1.0,curve_point,,False,True,0.93
recsys,movielens25m_recursive_frontier_public_v1,40.0,permutation_entropy,slow,permutation_entropy__2f376ec5,"{""delay"": 2, ""order"": 4, ""threshold"": 0.65}",1.0,1.0,curve_point,,False,True,0.93
recsys,movielens25m_recursive_frontier_public_v1,40.0,permutation_entropy,slow,permutation_entropy__8439a3f3,"{""delay"": 2, ""order"": 4, ""threshold"": 0.8}",1.0,1.0,curve_point,,False,True,0.93
recsys,movielens25m_recursive_frontier_public_v1,60.0,variance_ews,fast,variance_ews__04fd98ab,"{""threshold"": 0.005, ""window"": 5}",0.8851351351351351,1.0,curve_point,,False,True,0.815135135135135
recsys,movielens25m_recursive_frontier_public_v1,60.0,variance_ews,fast,variance_ews__e3d6fcae,"{""threshold"": 0.01, ""window"": 5}",0.8851351351351351,1.0,curve_point,,False,True,0.815135135135135
recsys,movielens25m_recursive_frontier_public_v1,60.0,variance_ews,fast,variance_ews__27d093ad,"{""threshold"": 0.02, ""window"": 5}",0.8766266266266266,1.0,curve_point,,False,True,0.8066266266266267
recsys,movielens25m_recursive_frontier_public_v1,60.0,variance_ews,fast,variance_ews__ed757259,"{""threshold"": 0.04, ""window"": 5}",0.0,0.0,curve_point,,False,False,0.03
recsys,movielens25m_recursive_frontier_public_v1,60.0,variance_ews,fast,variance_ews__a92c1715,"{""threshold"": 0.08, ""window"": 5}",0.0,0.0,curve_point,,False,False,0.03
recsys,movielens25m_recursive_frontier_public_v1,60.0,variance_ews,fast,variance_ews__f5662f6b,"{""threshold"": 0.005, ""window"": 9}",0.8851351351351351,1.0,curve_point,,False,True,0.815135135135135
recsys,movielens25m_recursive_frontier_public_v1,60.0,variance_ews,fast,variance_ews__6e3ec1bf,"{""threshold"": 0.01, ""window"": 9}",0.8766266266266266,1.0,curve_point,,False,True,0.8066266266266267
recsys,movielens25m_recursive_frontier_public_v1,60.0,variance_ews,fast,variance_ews__db2032a9,"{""threshold"": 0.02, ""window"": 9}",0.8668668668668669,1.0,curve_point,,False,True,0.7968668668668668
recsys,movielens25m_recursive_frontier_public_v1,60.0,variance_ews,fast,variance_ews__2c436451,"{""threshold"": 0.04, ""window"": 9}",0.8583583583583584,1.0,curve_point,,False,True,0.7883583583583584
recsys,movielens25m_recursive_frontier_public_v1,60.0,variance_ews,fast,variance_ews__5b4c7400,"{""threshold"": 0.08, ""window"": 9}",0.8370870870870871,1.0,curve_point,,False,True,0.7670870870870872
recsys,movielens25m_recursive_frontier_public_v1,60.0,variance_ews,fast,variance_ews__3e49e98a,"{""threshold"": 0.005, ""window"": 13}",0.8851351351351351,1.0,curve_point,,False,True,0.815135135135135
recsys,movielens25m_recursive_frontier_public_v1,60.0,variance_ews,fast,variance_ews__9d056fb0,"{""threshold"": 0.01, ""window"": 13}",0.8766266266266266,1.0,curve_point,,False,True,0.8066266266266267
recsys,movielens25m_recursive_frontier_public_v1,60.0,variance_ews,fast,variance_ews__1c4f5a42,"{""threshold"": 0.02, ""window"": 13}",0.8668668668668669,1.0,curve_point,,False,True,0.7968668668668668
recsys,movielens25m_recursive_frontier_public_v1,60.0,variance_ews,fast,variance_ews__774421e3,"{""threshold"": 0.04, ""window"": 13}",0.8583583583583584,1.0,curve_point,,False,True,0.7883583583583584
recsys,movielens25m_recursive_frontier_public_v1,60.0,variance_ews,fast,variance_ews__1a27323c,"{""threshold"": 0.08, ""window"": 13}",0.8370870870870871,1.0,curve_point,,False,True,0.7670870870870872
recsys,movielens25m_recursive_frontier_public_v1,60.0,ac1,fast,ac1__9984421a,"{""threshold"": 0.3, ""window"": 5}",0.8851351351351351,1.0,curve_point,,False,True,0.815135135135135
recsys,movielens25m_recursive_frontier_public_v1,60.0,ac1,fast,ac1__d8bb4299,"{""threshold"": 0.5, ""window"": 5}",0.8851351351351351,1.0,curve_point,,False,True,0.815135135135135
recsys,movielens25m_recursive_frontier_public_v1,60.0,ac1,fast,ac1__8b3621a0,"{""threshold"": 0.7, ""window"": 5}",0.8851351351351351,1.0,curve_point,,False,True,0.815135135135135
recsys,movielens25m_recursive_frontier_public_v1,60.0,ac1,fast,ac1__80aea468,"{""threshold"": 0.85, ""window"": 5}",0.8851351351351351,1.0,curve_point,,False,True,0.815135135135135
recsys,movielens25m_recursive_frontier_public_v1,60.0,ac1,fast,ac1__ab5513d4,"{""threshold"": 0.95, ""window"": 5}",0.8668668668668669,1.0,curve_point,,False,True,0.7968668668668668
recsys,movielens25m_recursive_frontier_public_v1,60.0,ac1,fast,ac1__f583727a,"{""threshold"": 0.3, ""window"": 9}",0.8851351351351351,1.0,curve_point,,False,True,0.815135135135135
recsys,movielens25m_recursive_frontier_public_v1,60.0,ac1,fast,ac1__21ae71e9,"{""threshold"": 0.5, ""window"": 9}",0.8851351351351351,1.0,curve_point,,False,True,0.815135135135135
recsys,movielens25m_recursive_frontier_public_v1,60.0,ac1,fast,ac1__68e7c96d,"{""threshold"": 0.7, ""window"": 9}",0.8851351351351351,1.0,curve_point,,False,True,0.815135135135135
recsys,movielens25m_recursive_frontier_public_v1,60.0,ac1,fast,ac1__c525e31a,"{""threshold"": 0.85, ""window"": 9}",0.8851351351351351,1.0,curve_point,,False,True,0.815135135135135
recsys,movielens25m_recursive_frontier_public_v1,60.0,ac1,fast,ac1__9c410aa4,"{""threshold"": 0.95, ""window"": 9}",0.8668668668668669,1.0,curve_point,,False,True,0.7968668668668668
recsys,movielens25m_recursive_frontier_public_v1,60.0,ac1,fast,ac1__42fe3b0f,"{""threshold"": 0.3, ""window"": 13}",0.8851351351351351,1.0,curve_point,,False,True,0.815135135135135
recsys,movielens25m_recursive_frontier_public_v1,60.0,ac1,fast,ac1__c4a1c0da,"{""threshold"": 0.5, ""window"": 13}",0.8851351351351351,1.0,curve_point,,False,True,0.815135135135135
recsys,movielens25m_recursive_frontier_public_v1,60.0,ac1,fast,ac1__e241d798,"{""threshold"": 0.7, ""window"": 13}",0.8851351351351351,1.0,curve_point,,False,True,0.815135135135135
recsys,movielens25m_recursive_frontier_public_v1,60.0,ac1,fast,ac1__62fbbfca,"{""threshold"": 0.85, ""window"": 13}",0.8851351351351351,1.0,curve_point,,False,True,0.815135135135135
recsys,movielens25m_recursive_frontier_public_v1,60.0,ac1,fast,ac1__a802a827,"{""threshold"": 0.95, ""window"": 13}",0.8766266266266266,1.0,curve_point,,False,True,0.8066266266266267
recsys,movielens25m_recursive_frontier_public_v1,60.0,cusum,fast,cusum__49490c6c,"{""h"": 0.2, ""k"": 0.02}",0.8851351351351351,1.0,curve_point,,False,True,0.815135135135135
recsys,movielens25m_recursive_frontier_public_v1,60.0,cusum,fast,cusum__c8261385,"{""h"": 0.4, ""k"": 0.02}",0.8766266266266266,1.0,curve_point,,False,True,0.8066266266266267
recsys,movielens25m_recursive_frontier_public_v1,60.0,cusum,fast,cusum__6907adf3,"{""h"": 0.6, ""k"": 0.02}",0.8766266266266266,1.0,curve_point,,False,True,0.8066266266266267
recsys,movielens25m_recursive_frontier_public_v1,60.0,cusum,fast,cusum__fb0ce05d,"{""h"": 0.8, ""k"": 0.02}",0.8668668668668669,1.0,curve_point,,False,True,0.7968668668668668
recsys,movielens25m_recursive_frontier_public_v1,60.0,cusum,fast,cusum__799d8f85,"{""h"": 1.0, ""k"": 0.02}",0.8668668668668669,1.0,curve_point,,False,True,0.7968668668668668
recsys,movielens25m_recursive_frontier_public_v1,60.0,cusum,fast,cusum__b4245981,"{""h"": 0.2, ""k"": 0.05}",0.8851351351351351,1.0,curve_point,,False,True,0.815135135135135
recsys,movielens25m_recursive_frontier_public_v1,60.0,cusum,fast,cusum__2b24d09c,"{""h"": 0.4, ""k"": 0.05}",0.8766266266266266,1.0,curve_point,,False,True,0.8066266266266267
recsys,movielens25m_recursive_frontier_public_v1,60.0,cusum,fast,cusum__f1f68164,"{""h"": 0.6, ""k"": 0.05}",0.8766266266266266,1.0,curve_point,,False,True,0.8066266266266267
recsys,movielens25m_recursive_frontier_public_v1,60.0,cusum,fast,cusum__3b337719,"{""h"": 0.8, ""k"": 0.05}",0.8668668668668669,1.0,curve_point,,False,True,0.7968668668668668
recsys,movielens25m_recursive_frontier_public_v1,60.0,cusum,fast,cusum__d6ab5aee,"{""h"": 1.0, ""k"": 0.05}",0.8668668668668669,1.0,curve_point,,False,True,0.7968668668668668
recsys,movielens25m_recursive_frontier_public_v1,60.0,cusum,fast,cusum__990d16dc,"{""h"": 0.2, ""k"": 0.1}",0.8766266266266266,1.0,curve_point,,False,True,0.8066266266266267
recsys,movielens25m_recursive_frontier_public_v1,60.0,cusum,fast,cusum__1807c020,"{""h"": 0.4, ""k"": 0.1}",0.8766266266266266,1.0,curve_point,,False,True,0.8066266266266267
recsys,movielens25m_recursive_frontier_public_v1,60.0,cusum,fast,cusum__bea2e502,"{""h"": 0.6, ""k"": 0.1}",0.8668668668668669,1.0,curve_point,,False,True,0.7968668668668668
recsys,movielens25m_recursive_frontier_public_v1,60.0,cusum,fast,cusum__14121bfb,"{""h"": 0.8, ""k"": 0.1}",0.8668668668668669,1.0,curve_point,,False,True,0.7968668668668668
recsys,movielens25m_recursive_frontier_public_v1,60.0,cusum,fast,cusum__d0ad25c6,"{""h"": 1.0, ""k"": 0.1}",0.8583583583583584,1.0,curve_point,,False,True,0.7883583583583584
recsys,movielens25m_recursive_frontier_public_v1,60.0,page_hinkley,fast,page_hinkley__892cbb4c,"{""delta"": 0.005, ""threshold"": 0.1}",0.8938938938938938,1.0,curve_point,,False,True,0.8238938938938938
recsys,movielens25m_recursive_frontier_public_v1,60.0,page_hinkley,fast,page_hinkley__55e22e7c,"{""delta"": 0.005, ""threshold"": 0.2}",0.8851351351351351,1.0,curve_point,,False,True,0.815135135135135
recsys,movielens25m_recursive_frontier_public_v1,60.0,page_hinkley,fast,page_hinkley__dbc41a9b,"{""delta"": 0.005, ""threshold"": 0.4}",0.8766266266266266,1.0,curve_point,,False,True,0.8066266266266267
recsys,movielens25m_recursive_frontier_public_v1,60.0,page_hinkley,fast,page_hinkley__55601c85,"{""delta"": 0.005, ""threshold"": 0.6}",0.8766266266266266,1.0,curve_point,,False,True,0.8066266266266267
recsys,movielens25m_recursive_frontier_public_v1,60.0,page_hinkley,fast,page_hinkley__3c6cc5bf,"{""delta"": 0.005, ""threshold"": 0.8}",0.8668668668668669,1.0,curve_point,,False,True,0.7968668668668668
recsys,movielens25m_recursive_frontier_public_v1,60.0,page_hinkley,fast,page_hinkley__15644095,"{""delta"": 0.01, ""threshold"": 0.1}",0.8938938938938938,1.0,curve_point,,False,True,0.8238938938938938
recsys,movielens25m_recursive_frontier_public_v1,60.0,page_hinkley,fast,page_hinkley__d606412b,"{""delta"": 0.01, ""threshold"": 0.2}",0.8851351351351351,1.0,curve_point,,False,True,0.815135135135135
recsys,movielens25m_recursive_frontier_public_v1,60.0,page_hinkley,fast,page_hinkley__657f4ca5,"{""delta"": 0.01, ""threshold"": 0.4}",0.8766266266266266,1.0,curve_point,,False,True,0.8066266266266267
recsys,movielens25m_recursive_frontier_public_v1,60.0,page_hinkley,fast,page_hinkley__741198b8,"{""delta"": 0.01, ""threshold"": 0.6}",0.8766266266266266,1.0,curve_point,,False,True,0.8066266266266267
recsys,movielens25m_recursive_frontier_public_v1,60.0,page_hinkley,fast,page_hinkley__1a3eb752,"{""delta"": 0.01, ""threshold"": 0.8}",0.8668668668668669,1.0,curve_point,,False,True,0.7968668668668668
recsys,movielens25m_recursive_frontier_public_v1,60.0,page_hinkley,fast,page_hinkley__39d81ac3,"{""delta"": 0.02, ""threshold"": 0.1}",0.8938938938938938,1.0,curve_point,,False,True,0.8238938938938938
recsys,movielens25m_recursive_frontier_public_v1,60.0,page_hinkley,fast,page_hinkley__87b76722,"{""delta"": 0.02, ""threshold"": 0.2}",0.8851351351351351,1.0,curve_point,,False,True,0.815135135135135
recsys,movielens25m_recursive_frontier_public_v1,60.0,page_hinkley,fast,page_hinkley__91054e24,"{""delta"": 0.02, ""threshold"": 0.4}",0.8766266266266266,1.0,curve_point,,False,True,0.8066266266266267
recsys,movielens25m_recursive_frontier_public_v1,60.0,page_hinkley,fast,page_hinkley__2f2d083b,"{""delta"": 0.02, ""threshold"": 0.6}",0.8766266266266266,1.0,curve_point,,False,True,0.8066266266266267
recsys,movielens25m_recursive_frontier_public_v1,60.0,page_hinkley,fast,page_hinkley__7944ed88,"{""delta"": 0.02, ""threshold"": 0.8}",0.8668668668668669,1.0,curve_point,,False,True,0.7968668668668668
recsys,movielens25m_recursive_frontier_public_v1,60.0,matrix_profile,slow,matrix_profile__80f9f82d,"{""threshold"": 0.2, ""window"": 4}",0.8938938938938938,1.0,curve_point,,False,True,0.8238938938938938
recsys,movielens25m_recursive_frontier_public_v1,60.0,matrix_profile,slow,matrix_profile__da0929f7,"{""threshold"": 0.3, ""window"": 4}",0.8938938938938938,1.0,curve_point,,False,True,0.8238938938938938
recsys,movielens25m_recursive_frontier_public_v1,60.0,matrix_profile,slow,matrix_profile__59b514e5,"{""threshold"": 0.4, ""window"": 4}",0.8938938938938938,1.0,curve_point,,False,True,0.8238938938938938
recsys,movielens25m_recursive_frontier_public_v1,60.0,matrix_profile,slow,matrix_profile__92508e40,"{""threshold"": 0.5, ""window"": 4}",0.8938938938938938,1.0,curve_point,,False,True,0.8238938938938938
recsys,movielens25m_recursive_frontier_public_v1,60.0,matrix_profile,slow,matrix_profile__4d16d621,"{""threshold"": 0.6, ""window"": 4}",0.0087587587587587,0.0,curve_point,,False,True,0.0212412412412412
recsys,movielens25m_recursive_frontier_public_v1,60.0,matrix_profile,slow,matrix_profile__a745f39e,"{""threshold"": 0.2, ""window"": 5}",0.8938938938938938,1.0,curve_point,,False,True,0.8238938938938938
recsys,movielens25m_recursive_frontier_public_v1,60.0,matrix_profile,slow,matrix_profile__9e33487d,"{""threshold"": 0.3, ""window"": 5}",0.8938938938938938,1.0,curve_point,,False,True,0.8238938938938938
recsys,movielens25m_recursive_frontier_public_v1,60.0,matrix_profile,slow,matrix_profile__c853a0ff,"{""threshold"": 0.4, ""window"": 5}",0.8938938938938938,1.0,curve_point,,False,True,0.8238938938938938
recsys,movielens25m_recursive_frontier_public_v1,60.0,matrix_profile,slow,matrix_profile__37779b8a,"{""threshold"": 0.5, ""window"": 5}",0.8938938938938938,1.0,curve_point,,False,True,0.8238938938938938
recsys,movielens25m_recursive_frontier_public_v1,60.0,matrix_profile,slow,matrix_profile__58795dcc,"{""threshold"": 0.6, ""window"": 5}",0.0087587587587587,0.0,curve_point,,False,True,0.0212412412412412
recsys,movielens25m_recursive_frontier_public_v1,60.0,matrix_profile,slow,matrix_profile__1a8710a6,"{""threshold"": 0.2, ""window"": 6}",0.8938938938938938,1.0,curve_point,,False,True,0.8238938938938938
recsys,movielens25m_recursive_frontier_public_v1,60.0,matrix_profile,slow,matrix_profile__a0362fca,"{""threshold"": 0.3, ""window"": 6}",0.8938938938938938,1.0,curve_point,,False,True,0.8238938938938938
recsys,movielens25m_recursive_frontier_public_v1,60.0,matrix_profile,slow,matrix_profile__3d1a96f7,"{""threshold"": 0.4, ""window"": 6}",0.8938938938938938,1.0,curve_point,,False,True,0.8238938938938938
recsys,movielens25m_recursive_frontier_public_v1,60.0,matrix_profile,slow,matrix_profile__1333b207,"{""threshold"": 0.5, ""window"": 6}",0.0087587587587587,0.0,curve_point,,False,True,0.0212412412412412
