ts_utc,SPY_return,SPY_abs_return,SPY_stress_flag,QQQ_return,QQQ_abs_return,QQQ_stress_flag,IWM_return,IWM_abs_return,IWM_stress_flag,VXX_return,VXX_abs_return,VXX_stress_flag,UVXY_return,UVXY_abs_return,UVXY_stress_flag,SVXY_return,SVXY_abs_return,SVXY_stress_flag,breadth_count,breadth_share,core_downside_count,core_downside_share,vol_complex_count,vol_complex_share,breadth_event,sustained_event,raw_p_debug,cond_p_debug,G_numerator_vol_stress,G_denominator_core_stress,dominance_raw,dominance_baseline,G_debug,cond_gain_debug,delta,p,G,delta_change,p_change,cond_gain,cond_delta,cond_p,alarm_raw,alarm_gated,p_diff_abs,G_diff_abs,config_id,config_label,slice_id,kind,window_start_ts_utc,window_end_ts_utc,collapse_ts_utc
2020-04-03 08:00:00+00:00,-0.0031550176933006213,0.0031550176933006213,1,-0.003999789127951736,0.003999789127951736,0,-0.004496073516174093,0.004496073516174093,0,-0.002514143373332889,0.002514143373332889,0,-0.006044288596692482,0.006044288596692482,0,,,0,1,0.16666666666666666,3,1.0,0,0.0,0,0,0.0,0,0.004279215985012685,0.00388362677914215,1.1018607675931351,,75.46787573833107,1,0.6826218788977549,0.0,6.968295515696155,-0.08004896605413048,-0.016666666666666666,1,1,0,0,0,0.0,68.49958022263492,cfg_002053,corroborating_cfg_002053,covid_noncollapse_2020_04_03,control,2020-04-03 08:00:00+00:00,2020-04-04 00:00:00+00:00,
2020-04-03 08:01:00+00:00,0.0,0.0,0,,,0,,,0,0.0008387503112814443,0.0008387503112814443,0,0.004087978875931597,0.004087978875931597,0,,,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0024633645936065207,0.0,2463364593.6065207,,75.46787573833107,1,0.5285598113319139,0.016666666666666666,2.349866534198488,-0.23571882624721974,0.0,1,1,1,1,0,0.016666666666666666,73.11800920413259,cfg_002053,corroborating_cfg_002053,covid_noncollapse_2020_04_03,control,2020-04-03 08:00:00+00:00,2020-04-04 00:00:00+00:00,
2020-04-03 08:02:00+00:00,-0.0005601568585626993,0.0005601568585626993,0,,,0,,,0,-0.0006289967709212085,0.0006289967709212085,0,,,0,,,0,0,0.0,1,0.3333333333333333,0,0.0,0,0,0.0,0,0.0006289967709212085,0.0005601568585626993,1.1228939897518186,,75.46787573833107,1,0.5281040846568024,0.016666666666666666,0.818009927588183,-0.22379863530556587,0.0,0,1,1,0,0,0.016666666666666666,74.6498658107429,cfg_002053,corroborating_cfg_002053,covid_noncollapse_2020_04_03,control,2020-04-03 08:00:00+00:00,2020-04-04 00:00:00+00:00,
2020-04-03 08:03:00+00:00,-0.0005204267616809588,0.0005204267616809588,0,-0.00043327557003625117,0.00043327557003625117,0,,,0,0.003350086885281822,0.003350086885281822,0,,,0,,,0,0,0.0,2,0.6666666666666666,0,0.0,0,0,0.0,0,0.003350086885281822,0.000476851165858605,7.0254350164465125,,75.46787573833107,1,0.5375939756387575,0.016666666666666666,1.9462214905729462,-0.21392078293903682,0.0,1,1,1,1,0,0.016666666666666666,73.52165424775812,cfg_002053,corroborating_cfg_002053,covid_noncollapse_2020_04_03,control,2020-04-03 08:00:00+00:00,2020-04-04 00:00:00+00:00,
2020-04-03 08:04:00+00:00,0.0004003523153803812,0.0004003523153803812,0,,,0,,,0,0.00041797283785083295,0.00041797283785083295,0,0.000979112349759781,0.000979112349759781,0,,,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0006985425938053069,0.0004003523153803812,1.7448196631429262,,75.46787573833107,1,0.5378643113817144,0.016666666666666666,0.7808436253706205,-0.18741767708769508,0.0,0,1,1,0,0,0.016666666666666666,74.68703211296045,cfg_002053,corroborating_cfg_002053,covid_noncollapse_2020_04_03,control,2020-04-03 08:00:00+00:00,2020-04-04 00:00:00+00:00,
2020-04-03 08:05:00+00:00,0.0009601921121795698,0.0009601921121795698,1,,,0,,,0,,,0,,,0,,,0,1,0.16666666666666666,0,0.0,0,0.0,0,0,0.0,0,,0.0009601921121795698,,,75.46787573833107,1,0.5383806947970609,0.016666666666666666,1.2403469882667337,-0.18686501005982092,0.0,1,1,1,1,0,0.016666666666666666,74.22752875006434,cfg_002053,corroborating_cfg_002053,covid_noncollapse_2020_04_03,control,2020-04-03 08:00:00+00:00,2020-04-04 00:00:00+00:00,
2020-04-03 08:06:00+00:00,0.00023990403953533246,0.00023990403953533246,0,,,0,,,0,,,0,,,0,,,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,,0.00023990403953533246,,,75.46787573833107,1,0.5363771676837621,0.016666666666666666,0.3010634464259874,-0.1816691885759748,0.0,0,1,1,0,0,0.016666666666666666,75.16681229190509,cfg_002053,corroborating_cfg_002053,covid_noncollapse_2020_04_03,control,2020-04-03 08:00:00+00:00,2020-04-04 00:00:00+00:00,
2020-04-03 08:07:00+00:00,-0.00039987204627500716,0.00039987204627500716,0,,,0,,,0,,,0,,,0,,,0,0,0.0,1,0.3333333333333333,0,0.0,0,0,0.0,0,,0.00039987204627500716,,,75.46787573833107,1,0.5334936054776231,0.016666666666666666,0.5030431027671387,-0.19132924455713263,0.0,0,1,1,0,0,0.016666666666666666,74.96483263556394,cfg_002053,corroborating_cfg_002053,covid_noncollapse_2020_04_03,control,2020-04-03 08:00:00+00:00,2020-04-04 00:00:00+00:00,
2020-04-03 08:08:00+00:00,0.0006796873699883577,0.0006796873699883577,0,,,0,,,0,,,0,0.0,0.0,0,,,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0006796873699883577,0.0,,75.46787573833107,1,0.5323601139043845,0.016666666666666666,0.4368020311506888,-0.19247016258631167,0.0,0,1,1,0,0,0.016666666666666666,75.03107370718038,cfg_002053,corroborating_cfg_002053,covid_noncollapse_2020_04_03,control,2020-04-03 08:00:00+00:00,2020-04-04 00:00:00+00:00,
2020-04-03 08:09:00+00:00,0.00023977940409825038,0.00023977940409825038,0,,,0,,,0,,,0,,,0,,,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,,0.00023977940409825038,,,75.46787573833107,1,0.5323601139043845,0.016666666666666666,0.3451996785469529,-0.3064403188647169,0.0,0,1,1,0,0,0.016666666666666666,75.12267605978413,cfg_002053,corroborating_cfg_002053,covid_noncollapse_2020_04_03,control,2020-04-03 08:00:00+00:00,2020-04-04 00:00:00+00:00,
2020-04-03 08:10:00+00:00,-0.0010394595746632262,0.0010394595746632262,1,,,0,,,0,,,0,,,0,,,0,1,0.16666666666666666,1,0.3333333333333333,0,0.0,0,0,0.0,0,,0.0010394595746632262,,,75.46787573833107,1,0.531267411414936,0.016666666666666666,1.5096152228454076,-0.3076887390290871,0.016666666666666666,1,1,1,1,0,0.016666666666666666,73.95826051548566,cfg_002053,corroborating_cfg_002053,covid_noncollapse_2020_04_03,control,2020-04-03 08:00:00+00:00,2020-04-04 00:00:00+00:00,
2020-04-03 08:11:00+00:00,0.0006397952873395951,0.0006397952873395951,0,,,0,,,0,,,0,,,0,,,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,,0.0006397952873395951,,,75.46787573833107,1,0.5305989434759755,0.016666666666666666,0.8961726827201191,-0.3198410874570542,0.016666666666666666,0,1,1,0,0,0.016666666666666666,74.57170305561095,cfg_002053,corroborating_cfg_002053,covid_noncollapse_2020_04_03,control,2020-04-03 08:00:00+00:00,2020-04-04 00:00:00+00:00,
2020-04-03 08:12:00+00:00,-0.00023987526601221276,0.00023987526601221276,0,,,0,,,0,,,0,,,0,,,0,0,0.0,1,0.3333333333333333,0,0.0,0,0,0.0,0,,0.00023987526601221276,,,75.46787573833107,1,0.5305989434759755,0.016666666666666666,0.3360487995817793,-0.31983582818492684,0.016666666666666666,0,1,1,0,0,0.016666666666666666,75.1318269387493,cfg_002053,corroborating_cfg_002053,covid_noncollapse_2020_04_03,control,2020-04-03 08:00:00+00:00,2020-04-04 00:00:00+00:00,
2020-04-03 08:17:00+00:00,,,0,,,0,,,0,,,0,-0.002136928568587493,0.002136928568587493,0,,,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.002136928568587493,,,,75.46787573833107,1,0.5305989434759755,0.016666666666666666,3.0559232373063994,-0.3221122578872556,0.016666666666666666,1,1,1,1,0,0.016666666666666666,72.41195250102467,cfg_002053,corroborating_cfg_002053,covid_noncollapse_2020_04_03,control,2020-04-03 08:00:00+00:00,2020-04-04 00:00:00+00:00,
2020-04-03 08:20:00+00:00,-0.0013212950612002672,0.0013212950612002672,0,,,0,,,0,,,0,,,0,,,0,0,0.0,1,0.3333333333333333,0,0.0,0,0,0.0,0,,0.0013212950612002672,,,75.46787573833107,1,0.5305989434759755,0.016666666666666666,1.7482834825629312,-0.32610582216509854,0.016666666666666666,1,1,1,1,0,0.016666666666666666,73.71959225576815,cfg_002053,corroborating_cfg_002053,covid_noncollapse_2020_04_03,control,2020-04-03 08:00:00+00:00,2020-04-04 00:00:00+00:00,
2020-04-03 08:21:00+00:00,-0.0005209898925579992,0.0005209898925579992,0,-0.00027101005613161533,0.00027101005613161533,0,,,0,,,0,,,0,,,0,0,0.0,2,0.6666666666666666,0,0.0,0,0,0.0,0,,0.00039599997434480727,,,75.46787573833107,1,0.531523396266576,0.016666666666666666,0.49916067771487094,-0.3245861002989655,0.016666666666666666,0,1,1,0,0,0.016666666666666666,74.9687150606162,cfg_002053,corroborating_cfg_002053,covid_noncollapse_2020_04_03,control,2020-04-03 08:00:00+00:00,2020-04-04 00:00:00+00:00,
2020-04-03 08:22:00+00:00,-0.00032074412912308503,0.00032074412912308503,0,-0.0005964807811800199,0.0005964807811800199,0,,,0,,,0,,,0,,,0,0,0.0,2,0.6666666666666666,0,0.0,0,0,0.0,0,,0.00045861245515155247,,,75.46787573833107,1,0.5319041680958814,0.016666666666666666,0.5803224831405864,-0.3176804058177478,0.016666666666666666,0,1,1,0,0,0.016666666666666666,74.88755325519048,cfg_002053,corroborating_cfg_002053,covid_noncollapse_2020_04_03,control,2020-04-03 08:00:00+00:00,2020-04-04 00:00:00+00:00,
2020-04-03 08:23:00+00:00,0.0006013108757878527,0.0006013108757878527,0,,,0,,,0,,,0,,,0,,,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,,0.0006013108757878527,,,75.46787573833107,1,0.5315949826058504,0.016666666666666666,0.7746518262278648,-0.31844772110760133,0.016666666666666666,0,1,1,0,0,0.016666666666666666,74.6932239121032,cfg_002053,corroborating_cfg_002053,covid_noncollapse_2020_04_03,control,2020-04-03 08:00:00+00:00,2020-04-04 00:00:00+00:00,
2020-04-03 08:24:00+00:00,-0.0004810197711702102,0.0004810197711702102,0,,,0,,,0,,,0,,,0,,,0,0,0.0,1,0.3333333333333333,0,0.0,0,0,0.0,0,,0.0004810197711702102,,,75.46787573833107,1,0.5316237347228722,0.016666666666666666,0.6156696102360344,-0.3173379092828983,0.016666666666666666,0,1,1,0,0,0.016666666666666666,74.85220612809503,cfg_002053,corroborating_cfg_002053,covid_noncollapse_2020_04_03,control,2020-04-03 08:00:00+00:00,2020-04-04 00:00:00+00:00,
