instantiation,canonical_status,n_control_units,n_event_units,fp_band,fp_grid_step,n_fast_families_tested,n_fast_families_accepted,closest_fast_family,closest_fast_fp,closest_fast_config_id,closest_fast_distance_to_band,slow_families_deferred
volmageddon_covid_public_v2,valid_canonical_markets_v2_no_fast_accepts,38,16,"[0.03, 0.07]",0.0263157894736842,4,0,ac1_ews,0.131578947368421,ac1_ews__632f23b2,0.061578947368421,matrix_profile: skipped:matrix_profile disabled by default in calibration; set LZ_ENABLE_SLOW_COMPARATORS=1 to enable; permutation_entropy: skipped:permutation_entropy disabled by default in calibration; set LZ_ENABLE_PERMUTATION_ENTROPY=1 to enable
