instantiation,slow_artifact_source,fp_band,n_control_units,n_event_units,fp_grid_step,any_family_accepted,accepted_families,best_fast_family,best_fast_fp,best_fast_config_id,best_fast_distance_to_band,nearest_numeric_slow_configs_are_trivial_silent,numeric_nearest_slow_families_tied,numeric_nearest_slow_config_ids_tied,numeric_nearest_slow_distance_to_band,best_nontrivial_slow_family,best_nontrivial_slow_fp,best_nontrivial_slow_config_id,best_nontrivial_slow_distance_to_band,best_nontrivial_family,best_nontrivial_fp,best_nontrivial_config_id,best_nontrivial_distance_to_band,any_family_silent_only,silent_only_families,silent_only_slow_families
volmageddon_covid_public_v2,results/rendered/comparators/markets_slow_comparator_calibration_fullgrid_v1.csv,"[0.03, 0.07]",38,16,0.0263157894736842,0,,ac1_ews,0.131578947368421,ac1_ews__632f23b2,0.061578947368421,1,matrix_profile; permutation_entropy,matrix_profile__0a536aa4; permutation_entropy__001577c8,0.03,permutation_entropy,0.3684210526315789,permutation_entropy__259c1b96,0.2984210526315789,ac1_ews,0.131578947368421,ac1_ews__632f23b2,0.061578947368421,0,,
