domain_family,instantiation,detector_family,config_id,split_id,unit_scope,n_control_units_cal,n_control_alarm_units,n_event_units_cal,n_event_alarm_units,fp_grid_step,fp_cal,near_accept_flag,distance_to_band,accepted,acceptance_reason,selection_rank,selected_flag,median_lead_cal,iqr_lead_cal_low,iqr_lead_cal_high,param_json,notes
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__62c9b55f,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 128, ""d"": 3, ""k_consec"": 3, ""tau"": 1, ""threshold_quantile"": 0.975}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__6316906b,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 128, ""d"": 4, ""k_consec"": 10, ""tau"": 2, ""threshold_quantile"": 0.95}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__64ef5643,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 256, ""d"": 3, ""k_consec"": 1, ""tau"": 1, ""threshold_quantile"": 0.99}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__6556c139,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 256, ""d"": 4, ""k_consec"": 1, ""tau"": 1, ""threshold_quantile"": 0.95}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__65ca87ce,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 256, ""d"": 3, ""k_consec"": 1, ""tau"": 1, ""threshold_quantile"": 0.975}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__65de08a9,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 256, ""d"": 5, ""k_consec"": 10, ""tau"": 1, ""threshold_quantile"": 0.9}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__6a6daf3b,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 128, ""d"": 4, ""k_consec"": 1, ""tau"": 2, ""threshold_quantile"": 0.975}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__6b1aeb57,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 128, ""d"": 3, ""k_consec"": 10, ""tau"": 2, ""threshold_quantile"": 0.9}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__6bde8be6,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 256, ""d"": 3, ""k_consec"": 1, ""tau"": 2, ""threshold_quantile"": 0.9}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__6c1de901,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 256, ""d"": 4, ""k_consec"": 5, ""tau"": 2, ""threshold_quantile"": 0.975}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__6fb11cca,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 128, ""d"": 5, ""k_consec"": 1, ""tau"": 1, ""threshold_quantile"": 0.95}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__71253991,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 128, ""d"": 5, ""k_consec"": 5, ""tau"": 1, ""threshold_quantile"": 0.95}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__723d13c6,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 128, ""d"": 4, ""k_consec"": 3, ""tau"": 1, ""threshold_quantile"": 0.975}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__732b996e,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 256, ""d"": 3, ""k_consec"": 3, ""tau"": 2, ""threshold_quantile"": 0.975}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__7752e098,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 256, ""d"": 3, ""k_consec"": 10, ""tau"": 1, ""threshold_quantile"": 0.95}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__79d55548,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 256, ""d"": 5, ""k_consec"": 10, ""tau"": 1, ""threshold_quantile"": 0.975}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__7a6bb2a4,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 256, ""d"": 3, ""k_consec"": 1, ""tau"": 2, ""threshold_quantile"": 0.975}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__7a6ef114,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 128, ""d"": 4, ""k_consec"": 3, ""tau"": 2, ""threshold_quantile"": 0.95}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__7d2a9573,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 256, ""d"": 5, ""k_consec"": 1, ""tau"": 2, ""threshold_quantile"": 0.95}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__7dda1ce0,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 256, ""d"": 5, ""k_consec"": 5, ""tau"": 1, ""threshold_quantile"": 0.9}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__7eb7f71c,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 128, ""d"": 3, ""k_consec"": 5, ""tau"": 1, ""threshold_quantile"": 0.9}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__7f6fe409,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 256, ""d"": 5, ""k_consec"": 3, ""tau"": 2, ""threshold_quantile"": 0.975}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__7fea7794,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 256, ""d"": 3, ""k_consec"": 5, ""tau"": 2, ""threshold_quantile"": 0.9}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__8000895b,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 128, ""d"": 4, ""k_consec"": 3, ""tau"": 2, ""threshold_quantile"": 0.9}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__844c2e0d,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 128, ""d"": 3, ""k_consec"": 3, ""tau"": 1, ""threshold_quantile"": 0.99}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__85925a8a,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 128, ""d"": 4, ""k_consec"": 5, ""tau"": 1, ""threshold_quantile"": 0.9}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__863edc87,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 128, ""d"": 4, ""k_consec"": 1, ""tau"": 1, ""threshold_quantile"": 0.9}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__86b3ebe2,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 128, ""d"": 5, ""k_consec"": 5, ""tau"": 1, ""threshold_quantile"": 0.975}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__8944918d,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 256, ""d"": 3, ""k_consec"": 10, ""tau"": 2, ""threshold_quantile"": 0.975}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__8a233fe8,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 256, ""d"": 3, ""k_consec"": 5, ""tau"": 1, ""threshold_quantile"": 0.95}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__8ac68733,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 256, ""d"": 3, ""k_consec"": 5, ""tau"": 1, ""threshold_quantile"": 0.9}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__8b08c643,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 256, ""d"": 5, ""k_consec"": 10, ""tau"": 2, ""threshold_quantile"": 0.9}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__8e9f3392,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 128, ""d"": 5, ""k_consec"": 5, ""tau"": 2, ""threshold_quantile"": 0.99}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__8fed21a2,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 256, ""d"": 3, ""k_consec"": 1, ""tau"": 1, ""threshold_quantile"": 0.95}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__90de66d0,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 128, ""d"": 3, ""k_consec"": 3, ""tau"": 1, ""threshold_quantile"": 0.9}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__928ad26e,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 128, ""d"": 3, ""k_consec"": 1, ""tau"": 2, ""threshold_quantile"": 0.9}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__9375028c,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 256, ""d"": 4, ""k_consec"": 10, ""tau"": 2, ""threshold_quantile"": 0.95}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__95c576fc,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 128, ""d"": 4, ""k_consec"": 1, ""tau"": 1, ""threshold_quantile"": 0.99}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__989b27b0,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 256, ""d"": 4, ""k_consec"": 5, ""tau"": 2, ""threshold_quantile"": 0.9}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__98ed12d9,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 256, ""d"": 4, ""k_consec"": 1, ""tau"": 2, ""threshold_quantile"": 0.95}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__9af6af34,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 256, ""d"": 5, ""k_consec"": 1, ""tau"": 1, ""threshold_quantile"": 0.9}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__9e3d489a,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 256, ""d"": 5, ""k_consec"": 5, ""tau"": 1, ""threshold_quantile"": 0.99}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__9e415c1e,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 128, ""d"": 3, ""k_consec"": 10, ""tau"": 2, ""threshold_quantile"": 0.99}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__9edcdd69,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 128, ""d"": 5, ""k_consec"": 3, ""tau"": 1, ""threshold_quantile"": 0.99}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__9f9cb487,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 128, ""d"": 5, ""k_consec"": 1, ""tau"": 2, ""threshold_quantile"": 0.95}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__9fd28f02,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 128, ""d"": 5, ""k_consec"": 5, ""tau"": 2, ""threshold_quantile"": 0.9}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__a2a625ca,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 256, ""d"": 4, ""k_consec"": 3, ""tau"": 2, ""threshold_quantile"": 0.9}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__a307fcf1,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 256, ""d"": 3, ""k_consec"": 1, ""tau"": 1, ""threshold_quantile"": 0.9}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__a3dfb0fe,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 256, ""d"": 3, ""k_consec"": 3, ""tau"": 2, ""threshold_quantile"": 0.9}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__a42a642a,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 128, ""d"": 4, ""k_consec"": 5, ""tau"": 1, ""threshold_quantile"": 0.975}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__a4308084,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 256, ""d"": 5, ""k_consec"": 3, ""tau"": 2, ""threshold_quantile"": 0.9}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__a7934706,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 128, ""d"": 4, ""k_consec"": 10, ""tau"": 2, ""threshold_quantile"": 0.99}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__a7d931e4,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 128, ""d"": 5, ""k_consec"": 5, ""tau"": 2, ""threshold_quantile"": 0.975}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__a8724b4f,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 128, ""d"": 5, ""k_consec"": 1, ""tau"": 2, ""threshold_quantile"": 0.975}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__a8ab382f,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 128, ""d"": 4, ""k_consec"": 10, ""tau"": 1, ""threshold_quantile"": 0.9}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__aa866859,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 256, ""d"": 3, ""k_consec"": 10, ""tau"": 2, ""threshold_quantile"": 0.95}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__aae06fbb,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 256, ""d"": 4, ""k_consec"": 5, ""tau"": 1, ""threshold_quantile"": 0.9}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__af9c45f9,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 128, ""d"": 5, ""k_consec"": 3, ""tau"": 2, ""threshold_quantile"": 0.9}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__afa9ff40,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 256, ""d"": 5, ""k_consec"": 1, ""tau"": 1, ""threshold_quantile"": 0.95}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__b09c460c,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 256, ""d"": 4, ""k_consec"": 5, ""tau"": 2, ""threshold_quantile"": 0.99}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__b0dfb5a1,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 256, ""d"": 4, ""k_consec"": 1, ""tau"": 2, ""threshold_quantile"": 0.975}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__b1d808d8,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 256, ""d"": 4, ""k_consec"": 5, ""tau"": 1, ""threshold_quantile"": 0.99}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
markets,volmageddon_covid_public_v2,permutation_entropy,permutation_entropy__b2ccd850,markets_canonical_frozen_slow_fullgrid_v1,unit_id,38,0,16,0,0.0263157894736842,0.0,0,0.03,0,below_band,,0,,,,"{""W_H"": 128, ""d"": 3, ""k_consec"": 1, ""tau"": 1, ""threshold_quantile"": 0.9}",full-grid slow comparator pass from frozen markets_state_v1; manifest_input_csv=results/rendered/comparators/markets_comparator_input_v2.csv
